Date,Price,Open,High,Low,Change %,
17-Feb-05,1.2695,1.2744,1.277,1.2661,-0.38%,2/17/2005
16-Feb-05,1.2743,1.2692,1.2848,1.269,0.33%,2/16/2005
15-Feb-05,1.2701,1.2687,1.278,1.2677,0.10%,2/15/2005
14-Feb-05,1.2688,1.2724,1.2746,1.2669,-0.29%,2/14/2005
11-Feb-05,1.2725,1.2758,1.2805,1.271,-0.37%,2/11/2005
10-Feb-05,1.2772,1.2972,1.2993,1.2753,-1.59%,2/10/2005
9-Feb-05,1.2978,1.304,1.3106,1.296,-0.53%,2/9/2005
8-Feb-05,1.3047,1.3017,1.3141,1.3006,0.13%,2/8/2005
7-Feb-05,1.303,1.2999,1.305,1.2918,0.38%,2/7/2005
4-Feb-05,1.2981,1.2962,1.3018,1.2887,0.06%,2/4/2005
3-Feb-05,1.2973,1.2845,1.3037,1.2842,0.93%,2/3/2005
2-Feb-05,1.2853,1.2917,1.2959,1.2834,-0.41%,2/2/2005
1-Feb-05,1.2906,1.2893,1.3003,1.2877,0.04%,2/1/2005
31-Jan-05,1.2901,1.2922,1.2957,1.2873,-0.04%,1/31/2005
28-Jan-05,1.2906,1.2865,1.2971,1.2811,0.25%,1/28/2005
27-Jan-05,1.2874,1.2888,1.2939,1.285,-0.25%,1/27/2005
26-Jan-05,1.2906,1.307,1.3091,1.288,-1.28%,1/26/2005
25-Jan-05,1.3073,1.2982,1.3111,1.2937,0.64%,1/25/2005
24-Jan-05,1.299,1.3007,1.3024,1.295,-0.01%,1/24/2005
21-Jan-05,1.2991,1.3179,1.3211,1.2958,-1.48%,1/21/2005
20-Jan-05,1.3186,1.3149,1.3209,1.3113,0.14%,1/20/2005
19-Jan-05,1.3167,1.3235,1.3272,1.3062,-0.53%,1/19/2005
18-Jan-05,1.3237,1.3191,1.3326,1.3172,0.39%,1/18/2005
17-Jan-05,1.3186,1.316,1.3203,1.312,0.05%,1/17/2005
14-Jan-05,1.3179,1.3058,1.3219,1.304,0.93%,1/14/2005
13-Jan-05,1.3058,1.3033,1.3083,1.3002,0.21%,1/13/2005
12-Jan-05,1.303,1.3123,1.3243,1.2987,-0.66%,1/12/2005
11-Jan-05,1.3117,1.3194,1.3201,1.3079,-0.44%,1/11/2005
10-Jan-05,1.3175,1.32,1.3216,1.3135,-0.26%,1/10/2005
7-Jan-05,1.3209,1.3141,1.3264,1.3033,0.43%,1/7/2005
6-Jan-05,1.3152,1.308,1.32,1.306,0.51%,1/6/2005
5-Jan-05,1.3085,1.307,1.3167,1.3012,0.40%,1/5/2005
4-Jan-05,1.3033,1.285,1.3097,1.2814,1.35%,1/4/2005
3-Jan-05,1.286,1.2804,1.2945,1.2768,0.63%,1/3/2005
31-Dec-04,1.2779,1.2822,1.2887,1.2742,-0.35%,12/31/2004
30-Dec-04,1.2824,1.2917,1.2946,1.2812,-0.74%,12/30/2004
29-Dec-04,1.2919,1.2847,1.2981,1.2801,0.61%,12/29/2004
28-Dec-04,1.2841,1.286,1.2902,1.2791,-0.14%,12/28/2004
27-Dec-04,1.2859,1.2989,1.3015,1.2827,-1.15%,12/27/2004
24-Dec-04,1.3008,1.3057,1.3098,1.296,-0.26%,12/24/2004
23-Dec-04,1.3042,1.3098,1.311,1.3021,-0.40%,12/23/2004
22-Dec-04,1.3095,1.3065,1.3108,1.3012,0.17%,12/22/2004
21-Dec-04,1.3073,1.3096,1.3136,1.3007,-0.16%,12/21/2004
20-Dec-04,1.3094,1.3098,1.313,1.306,-0.01%,12/20/2004
17-Dec-04,1.3095,1.3214,1.3228,1.3075,-0.88%,12/17/2004
16-Dec-04,1.3211,1.3089,1.3284,1.3033,0.89%,12/16/2004
15-Dec-04,1.3095,1.3208,1.326,1.3062,-0.90%,12/15/2004
14-Dec-04,1.3214,1.317,1.3256,1.3113,0.27%,12/14/2004
13-Dec-04,1.3178,1.3355,1.337,1.3151,-0.95%,12/13/2004
10-Dec-04,1.3304,1.3252,1.3436,1.3229,0.43%,12/10/2004
9-Dec-04,1.3247,1.321,1.3337,1.312,0.46%,12/9/2004
8-Dec-04,1.3186,1.2915,1.3297,1.2882,2.12%,12/8/2004
7-Dec-04,1.2912,1.293,1.2947,1.2807,-0.20%,12/7/2004
6-Dec-04,1.2938,1.2802,1.2944,1.2776,1.14%,12/6/2004
3-Dec-04,1.2792,1.291,1.2961,1.2786,-0.96%,12/3/2004
2-Dec-04,1.2916,1.287,1.2932,1.2762,0.34%,12/2/2004
1-Dec-04,1.2872,1.2935,1.2994,1.2832,-0.63%,12/1/2004
30-Nov-04,1.2954,1.2762,1.2997,1.2737,1.48%,11/30/2004
29-Nov-04,1.2765,1.2665,1.2774,1.2644,0.94%,11/29/2004
26-Nov-04,1.2646,1.2629,1.2754,1.2579,0.05%,11/26/2004
25-Nov-04,1.264,1.2711,1.2732,1.2593,-0.49%,11/25/2004
24-Nov-04,1.2702,1.2723,1.2751,1.2665,-0.15%,11/24/2004
23-Nov-04,1.2721,1.2776,1.2864,1.2689,-0.48%,11/23/2004
22-Nov-04,1.2782,1.2755,1.2806,1.2723,0.13%,11/22/2004
19-Nov-04,1.2765,1.2855,1.2901,1.2711,-0.68%,11/19/2004
18-Nov-04,1.2853,1.2791,1.2886,1.2745,0.50%,11/18/2004
17-Nov-04,1.2789,1.2945,1.2954,1.2744,-1.20%,11/17/2004
16-Nov-04,1.2944,1.2937,1.3003,1.2907,0.05%,11/16/2004
15-Nov-04,1.2937,1.3007,1.3021,1.2918,-0.43%,11/15/2004
12-Nov-04,1.2993,1.3065,1.3103,1.2975,-0.72%,11/12/2004
11-Nov-04,1.3087,1.3161,1.3194,1.305,-0.59%,11/11/2004
10-Nov-04,1.3165,1.3148,1.3228,1.307,0.16%,11/10/2004
9-Nov-04,1.3144,1.3196,1.3239,1.312,-0.40%,11/9/2004
8-Nov-04,1.3197,1.3106,1.3234,1.3086,0.68%,11/8/2004
5-Nov-04,1.3108,1.32,1.3277,1.3096,-0.72%,11/5/2004
4-Nov-04,1.3203,1.3217,1.326,1.3167,-0.20%,11/4/2004
3-Nov-04,1.323,1.3358,1.343,1.3201,-1.10%,11/3/2004
2-Nov-04,1.3377,1.3392,1.3451,1.3365,-0.13%,11/2/2004
1-Nov-04,1.3395,1.3348,1.3448,1.3326,0.28%,11/1/2004
29-Oct-04,1.3357,1.3423,1.3449,1.3339,-0.34%,10/29/2004
28-Oct-04,1.3403,1.3457,1.3569,1.3321,-0.28%,10/28/2004
27-Oct-04,1.344,1.3398,1.3455,1.3307,0.25%,10/27/2004
26-Oct-04,1.3407,1.3376,1.3451,1.3316,0.19%,10/26/2004
25-Oct-04,1.3381,1.347,1.3497,1.333,-1.06%,10/25/2004
22-Oct-04,1.3525,1.3572,1.3582,1.3495,-0.35%,10/22/2004
21-Oct-04,1.3572,1.3611,1.3624,1.3501,-0.30%,10/21/2004
20-Oct-04,1.3613,1.3755,1.3761,1.355,-1.12%,10/20/2004
19-Oct-04,1.3767,1.3789,1.3845,1.3697,-0.17%,10/19/2004
18-Oct-04,1.379,1.3682,1.3794,1.3654,0.55%,10/18/2004
15-Oct-04,1.3714,1.3716,1.376,1.3626,-0.07%,10/15/2004
14-Oct-04,1.3724,1.3785,1.3832,1.3641,-0.49%,10/14/2004
13-Oct-04,1.3792,1.3695,1.3859,1.3676,0.78%,10/13/2004
12-Oct-04,1.3685,1.368,1.3761,1.3607,0.34%,10/12/2004
11-Oct-04,1.3639,1.355,1.3655,1.3541,0.22%,10/11/2004
8-Oct-04,1.3609,1.3729,1.378,1.357,-0.96%,10/8/2004
7-Oct-04,1.3741,1.3818,1.3855,1.3717,-0.56%,10/7/2004
6-Oct-04,1.3819,1.3808,1.388,1.3789,0.03%,10/6/2004
5-Oct-04,1.3815,1.3854,1.3907,1.378,-0.29%,10/5/2004
4-Oct-04,1.3855,1.3812,1.3913,1.3776,0.69%,10/4/2004
1-Oct-04,1.376,1.3759,1.3846,1.3748,0.07%,10/1/2004
30-Sep-04,1.375,1.3955,1.4015,1.3719,-1.43%,9/30/2004
29-Sep-04,1.395,1.392,1.403,1.3914,0.17%,9/29/2004
28-Sep-04,1.3927,1.401,1.4015,1.3897,-0.59%,9/28/2004
27-Sep-04,1.4009,1.399,1.408,1.3984,0.04%,9/27/2004
24-Sep-04,1.4003,1.4013,1.4054,1.3939,-0.07%,9/24/2004
23-Sep-04,1.4013,1.4138,1.4154,1.3959,-0.89%,9/23/2004
22-Sep-04,1.4139,1.4205,1.4218,1.4118,-0.49%,9/22/2004
21-Sep-04,1.4208,1.4269,1.4309,1.4192,-0.43%,9/21/2004
20-Sep-04,1.427,1.4316,1.4346,1.4239,-0.29%,9/20/2004
17-Sep-04,1.4311,1.431,1.4367,1.4259,0.00%,9/17/2004
16-Sep-04,1.4311,1.4378,1.4408,1.4265,-0.45%,9/16/2004
15-Sep-04,1.4375,1.4245,1.4421,1.4205,0.96%,9/15/2004
14-Sep-04,1.4239,1.4353,1.4359,1.4178,-0.77%,9/14/2004
13-Sep-04,1.435,1.4351,1.4396,1.431,-0.23%,9/13/2004
10-Sep-04,1.4383,1.451,1.4542,1.429,-1.00%,9/10/2004
9-Sep-04,1.4529,1.4339,1.4589,1.4329,1.25%,9/9/2004
8-Sep-04,1.435,1.4403,1.4527,1.4312,-0.35%,9/8/2004
7-Sep-04,1.44,1.4451,1.4475,1.4364,-0.36%,9/7/2004
6-Sep-04,1.4452,1.4457,1.45,1.4424,-0.08%,9/6/2004
3-Sep-04,1.4463,1.4349,1.4513,1.4306,0.71%,9/3/2004
2-Sep-04,1.4361,1.4235,1.4406,1.4205,0.82%,9/2/2004
1-Sep-04,1.4244,1.4174,1.4256,1.4152,0.37%,9/1/2004
31-Aug-04,1.4191,1.43,1.433,1.4124,-0.77%,8/31/2004
30-Aug-04,1.4301,1.4249,1.4369,1.4223,0.67%,8/30/2004
27-Aug-04,1.4206,1.4219,1.4236,1.4094,-0.07%,8/27/2004
26-Aug-04,1.4216,1.417,1.4278,1.4116,0.29%,8/26/2004
25-Aug-04,1.4175,1.4184,1.423,1.411,-0.11%,8/25/2004
24-Aug-04,1.4191,1.4045,1.424,1.4006,1.21%,8/24/2004
23-Aug-04,1.4021,1.382,1.4077,1.3806,1.52%,8/23/2004
20-Aug-04,1.3811,1.3785,1.3863,1.3768,0.18%,8/20/2004
19-Aug-04,1.3786,1.3978,1.4002,1.3763,-1.30%,8/19/2004
18-Aug-04,1.3967,1.3961,1.4021,1.3945,0.01%,8/18/2004
17-Aug-04,1.3965,1.392,1.4023,1.3893,0.29%,8/17/2004
16-Aug-04,1.3925,1.3947,1.397,1.3889,-0.21%,8/16/2004
13-Aug-04,1.3954,1.3994,1.4169,1.3926,-0.32%,8/13/2004
12-Aug-04,1.3999,1.3994,1.4042,1.3916,0.10%,8/12/2004
11-Aug-04,1.3985,1.4025,1.4076,1.397,-0.30%,8/11/2004
10-Aug-04,1.4027,1.3976,1.4079,1.3928,0.34%,8/10/2004
9-Aug-04,1.3979,1.3998,1.4046,1.3922,-0.24%,8/9/2004
6-Aug-04,1.4013,1.4217,1.4255,1.3965,-1.48%,8/6/2004
5-Aug-04,1.4224,1.4178,1.4254,1.4164,0.33%,8/5/2004
4-Aug-04,1.4177,1.4152,1.426,1.414,0.14%,8/4/2004
3-Aug-04,1.4157,1.4221,1.4307,1.412,-0.51%,8/3/2004
2-Aug-04,1.423,1.4192,1.4266,1.415,-0.01%,8/2/2004
30-Jul-04,1.4232,1.4312,1.4375,1.4154,-0.61%,7/30/2004
29-Jul-04,1.432,1.4323,1.4425,1.4257,-0.08%,7/29/2004
28-Jul-04,1.4332,1.4286,1.4387,1.4233,0.29%,7/28/2004
27-Jul-04,1.4291,1.4096,1.4332,1.3998,1.36%,7/27/2004
26-Jul-04,1.4099,1.4104,1.4149,1.4019,0.00%,7/26/2004
23-Jul-04,1.4099,1.3994,1.4139,1.3965,0.80%,7/23/2004
22-Jul-04,1.3987,1.3955,1.4091,1.3922,0.07%,7/22/2004
21-Jul-04,1.3977,1.3748,1.4068,1.3714,1.75%,7/21/2004
20-Jul-04,1.3737,1.3659,1.3766,1.3622,0.62%,7/20/2004
19-Jul-04,1.3652,1.3646,1.3665,1.3605,-0.13%,7/19/2004
16-Jul-04,1.367,1.3837,1.3893,1.3639,-1.23%,7/16/2004
15-Jul-04,1.384,1.3797,1.3892,1.3763,0.18%,7/15/2004
14-Jul-04,1.3815,1.378,1.3846,1.3755,0.14%,7/14/2004
13-Jul-04,1.3796,1.3753,1.3875,1.3744,0.31%,7/13/2004
12-Jul-04,1.3754,1.3824,1.3838,1.3719,-0.69%,7/12/2004
9-Jul-04,1.3849,1.3866,1.3912,1.3801,-0.21%,7/9/2004
8-Jul-04,1.3878,1.3833,1.3952,1.3816,0.36%,7/8/2004
7-Jul-04,1.3828,1.4004,1.4017,1.3801,-1.36%,7/7/2004
6-Jul-04,1.4018,1.4045,1.4052,1.3906,-0.20%,7/6/2004
5-Jul-04,1.4046,1.4023,1.4054,1.3957,0.14%,7/5/2004
2-Jul-04,1.4026,1.4188,1.4256,1.3996,-1.21%,7/2/2004
1-Jul-04,1.4198,1.4304,1.4354,1.414,-0.84%,7/1/2004
30-Jun-04,1.4318,1.4463,1.4539,1.4292,-1.07%,6/30/2004
29-Jun-04,1.4473,1.4273,1.4517,1.4251,1.30%,6/29/2004
28-Jun-04,1.4287,1.4288,1.4379,1.4231,0.06%,6/28/2004
25-Jun-04,1.4278,1.4282,1.4354,1.4225,0.00%,6/25/2004
24-Jun-04,1.4278,1.4533,1.4558,1.4235,-1.84%,6/24/2004
23-Jun-04,1.4545,1.4535,1.4602,1.4447,-0.01%,6/23/2004
22-Jun-04,1.4546,1.4478,1.4608,1.4447,0.41%,6/22/2004
21-Jun-04,1.4486,1.4486,1.4549,1.4445,-0.20%,6/21/2004
18-Jun-04,1.4515,1.4717,1.4733,1.4461,-1.44%,6/18/2004
17-Jun-04,1.4727,1.4717,1.4734,1.4717,1.46%,6/17/2004
16-Jun-04,1.4515,1.4343,1.4584,1.4331,1.18%,6/16/2004
15-Jun-04,1.4346,1.4548,1.4702,1.4286,-1.39%,6/15/2004
14-Jun-04,1.4548,1.4443,1.4641,1.4426,0.89%,6/14/2004
11-Jun-04,1.4419,1.4331,1.4482,1.4329,0.47%,6/11/2004
10-Jun-04,1.4352,1.4524,1.4567,1.4294,-1.06%,6/10/2004
9-Jun-04,1.4506,1.4284,1.4537,1.4249,1.55%,6/9/2004
8-Jun-04,1.4285,1.4152,1.4305,1.4148,0.90%,6/8/2004
7-Jun-04,1.4157,1.4312,1.4352,1.4124,-1.49%,6/7/2004
4-Jun-04,1.4371,1.4539,1.4548,1.4353,-1.14%,6/4/2004
3-Jun-04,1.4536,1.4347,1.4606,1.431,1.24%,6/3/2004
2-Jun-04,1.4358,1.4148,1.4423,1.409,1.48%,6/2/2004
1-Jun-04,1.4149,1.3966,1.4173,1.3935,1.19%,6/1/2004
31-May-04,1.3983,1.3994,1.4042,1.3933,-0.13%,5/31/2004
28-May-04,1.4001,1.391,1.4052,1.3883,0.62%,5/28/2004
27-May-04,1.3915,1.391,1.3915,1.391,-1.50%,5/27/2004
26-May-04,1.4127,1.413,1.4135,1.4122,0.11%,5/26/2004
25-May-04,1.4112,1.4316,1.4374,1.4079,-1.60%,5/25/2004
24-May-04,1.4342,1.4298,1.4396,1.4263,0.33%,5/24/2004
21-May-04,1.4295,1.4355,1.4404,1.4211,-0.49%,5/21/2004
20-May-04,1.4365,1.4331,1.4479,1.4327,-0.03%,5/20/2004
19-May-04,1.4369,1.4541,1.4563,1.4257,-1.22%,5/19/2004
18-May-04,1.4546,1.4575,1.4711,1.4516,-0.16%,5/18/2004
17-May-04,1.457,1.4455,1.4627,1.4358,0.77%,5/17/2004
14-May-04,1.4458,1.4539,1.464,1.4438,-0.50%,5/14/2004
13-May-04,1.4531,1.4306,1.4605,1.4292,1.55%,5/13/2004
12-May-04,1.4309,1.4335,1.4404,1.4233,-0.10%,5/12/2004
11-May-04,1.4324,1.4399,1.4448,1.43,-0.33%,5/11/2004
10-May-04,1.4371,1.4229,1.4481,1.419,0.96%,5/10/2004
7-May-04,1.4234,1.3862,1.4252,1.381,2.77%,5/7/2004
6-May-04,1.3851,1.3663,1.3866,1.3639,1.34%,5/6/2004
5-May-04,1.3668,1.3691,1.3723,1.3613,-0.24%,5/5/2004
4-May-04,1.3701,1.3881,1.3888,1.3665,-1.32%,5/4/2004
3-May-04,1.3884,1.3831,1.3919,1.3826,0.07%,5/3/2004
30-Apr-04,1.3874,1.3847,1.3943,1.3805,0.10%,4/30/2004
29-Apr-04,1.386,1.385,1.4037,1.381,0.17%,4/29/2004
28-Apr-04,1.3836,1.3583,1.3859,1.3572,1.84%,4/28/2004
27-Apr-04,1.3586,1.3617,1.3734,1.3565,-0.29%,4/27/2004
26-Apr-04,1.3626,1.3689,1.3723,1.3578,0.10%,4/26/2004
23-Apr-04,1.3612,1.3605,1.3754,1.3592,0.05%,4/23/2004
22-Apr-04,1.3605,1.3697,1.3821,1.3592,-0.70%,4/22/2004
21-Apr-04,1.3701,1.3656,1.3763,1.3556,0.23%,4/21/2004
20-Apr-04,1.367,1.341,1.367,1.339,1.92%,4/20/2004
19-Apr-04,1.3413,1.3426,1.3434,1.3303,-0.21%,4/19/2004
16-Apr-04,1.3441,1.3488,1.3585,1.339,-0.37%,4/16/2004
15-Apr-04,1.3491,1.3631,1.3651,1.3472,-0.98%,4/15/2004
14-Apr-04,1.3625,1.3278,1.3696,1.3247,2.63%,4/14/2004
13-Apr-04,1.3276,1.3036,1.3277,1.3002,1.83%,4/13/2004
12-Apr-04,1.3038,1.3106,1.3111,1.3016,-0.40%,4/12/2004
9-Apr-04,1.309,1.311,1.314,1.3063,-0.19%,4/9/2004
8-Apr-04,1.3115,1.307,1.3191,1.3028,0.41%,4/8/2004
7-Apr-04,1.3062,1.3116,1.3198,1.2995,-0.50%,4/7/2004
6-Apr-04,1.3127,1.3271,1.3312,1.3096,-1.10%,4/6/2004
5-Apr-04,1.3273,1.3219,1.3312,1.3154,0.64%,4/5/2004
2-Apr-04,1.3188,1.3038,1.3224,1.3024,1.23%,4/2/2004
1-Apr-04,1.3028,1.304,1.3165,1.2992,-0.18%,4/1/2004
31-Mar-04,1.3051,1.3271,1.3277,1.3033,-1.67%,3/31/2004
30-Mar-04,1.3273,1.3383,1.3397,1.3233,-0.73%,3/30/2004
29-Mar-04,1.3371,1.3394,1.3449,1.3344,-0.13%,3/29/2004
26-Mar-04,1.3388,1.3524,1.3546,1.3369,-1.21%,3/26/2004
25-Mar-04,1.3552,1.3423,1.3561,1.3417,0.87%,3/25/2004
24-Mar-04,1.3435,1.3287,1.3449,1.3245,1.03%,3/24/2004
23-Mar-04,1.3298,1.3271,1.3338,1.3249,0.19%,3/23/2004
22-Mar-04,1.3273,1.3353,1.3455,1.3228,-0.63%,3/22/2004
19-Mar-04,1.3357,1.3305,1.3437,1.3278,0.46%,3/19/2004
18-Mar-04,1.3296,1.3484,1.3517,1.3256,-1.47%,3/18/2004
17-Mar-04,1.3495,1.3461,1.358,1.3441,0.06%,3/17/2004
16-Mar-04,1.3487,1.3583,1.36,1.3441,-0.52%,3/16/2004
15-Mar-04,1.3557,1.3659,1.3717,1.3543,-0.72%,3/15/2004
12-Mar-04,1.3655,1.3545,1.3786,1.3541,1.06%,3/12/2004
11-Mar-04,1.3512,1.3408,1.3666,1.3317,0.84%,3/11/2004
10-Mar-04,1.34,1.3182,1.341,1.3161,1.62%,3/10/2004
9-Mar-04,1.3186,1.3149,1.3215,1.3053,0.00%,3/9/2004
8-Mar-04,1.3186,1.3141,1.3258,1.3134,0.29%,3/8/2004
5-Mar-04,1.3148,1.3308,1.336,1.3104,-1.34%,3/5/2004
4-Mar-04,1.3327,1.3333,1.3377,1.3228,0.03%,3/4/2004
3-Mar-04,1.3323,1.3087,1.3521,1.3079,1.74%,3/3/2004
2-Mar-04,1.3095,1.2937,1.3167,1.291,1.02%,3/2/2004
1-Mar-04,1.2963,1.2933,1.2973,1.2863,0.30%,3/1/2004
27-Feb-04,1.2924,1.2953,1.3054,1.2903,-0.30%,2/27/2004
26-Feb-04,1.2963,1.2943,1.3045,1.2915,0.02%,2/26/2004
25-Feb-04,1.2961,1.2814,1.2976,1.2788,1.27%,2/25/2004
24-Feb-04,1.2798,1.295,1.2996,1.2786,-1.27%,2/24/2004
23-Feb-04,1.2963,1.298,1.3062,1.2888,-0.15%,2/23/2004
20-Feb-04,1.2983,1.2641,1.3084,1.2598,2.71%,2/20/2004
19-Feb-04,1.264,1.2652,1.2712,1.2607,-0.24%,2/19/2004
18-Feb-04,1.267,1.2522,1.2701,1.2473,1.19%,2/18/2004
17-Feb-04,1.2521,1.261,1.2641,1.2516,-0.78%,2/17/2004
16-Feb-04,1.2619,1.2658,1.267,1.2599,-0.36%,2/16/2004
13-Feb-04,1.2664,1.2663,1.2714,1.258,-0.11%,2/13/2004
12-Feb-04,1.2678,1.2679,1.2727,1.2658,0.06%,2/12/2004
11-Feb-04,1.267,1.2825,1.2877,1.266,-1.25%,2/11/2004
10-Feb-04,1.283,1.287,1.2897,1.2755,-0.33%,2/10/2004
9-Feb-04,1.2873,1.3046,1.307,1.2842,-0.82%,2/9/2004
6-Feb-04,1.298,1.3129,1.3144,1.2968,-1.17%,2/6/2004
5-Feb-04,1.3133,1.3122,1.3148,1.3029,0.05%,2/5/2004
4-Feb-04,1.3127,1.3058,1.3173,1.3031,0.39%,2/4/2004
3-Feb-04,1.3076,1.3177,1.3188,1.3023,-0.81%,2/3/2004
2-Feb-04,1.3183,1.3096,1.3226,1.3062,0.70%,2/2/2004
30-Jan-04,1.3092,1.3142,1.3256,1.3072,-0.33%,1/30/2004
29-Jan-04,1.3135,1.2957,1.3205,1.2908,1.44%,1/29/2004
28-Jan-04,1.2948,1.2835,1.2967,1.2796,0.85%,1/28/2004
27-Jan-04,1.2839,1.3004,1.3022,1.2791,-1.16%,1/27/2004
26-Jan-04,1.299,1.297,1.3012,1.2858,0.36%,1/26/2004
23-Jan-04,1.2944,1.2847,1.2971,1.2821,0.72%,1/23/2004
22-Jan-04,1.2851,1.2927,1.2951,1.2825,-0.66%,1/22/2004
21-Jan-04,1.2937,1.3026,1.3035,1.29,-0.58%,1/21/2004
20-Jan-04,1.3013,1.3233,1.3267,1.2982,-1.72%,1/20/2004
19-Jan-04,1.3241,1.3098,1.3281,1.3089,1.18%,1/19/2004
16-Jan-04,1.3087,1.2979,1.3136,1.2937,0.89%,1/16/2004
15-Jan-04,1.2971,1.2907,1.3006,1.2872,0.34%,1/15/2004
14-Jan-04,1.2927,1.2835,1.2931,1.2814,0.63%,1/14/2004
13-Jan-04,1.2846,1.2857,1.2901,1.2794,-0.23%,1/13/2004
12-Jan-04,1.2876,1.2862,1.2906,1.2817,0.02%,1/12/2004
9-Jan-04,1.2874,1.2902,1.2954,1.2845,-0.19%,1/9/2004
8-Jan-04,1.2899,1.3011,1.3074,1.2885,-1.01%,1/8/2004
7-Jan-04,1.303,1.2989,1.3064,1.2972,0.13%,1/7/2004
6-Jan-04,1.3013,1.3023,1.3049,1.2937,-0.05%,1/6/2004
5-Jan-04,1.302,1.3189,1.3193,1.2997,-1.23%,1/5/2004
2-Jan-04,1.3182,1.3307,1.3327,1.3168,-0.98%,1/2/2004
1-Jan-04,1.3312,1.3277,1.3333,1.3277,0.09%,1/1/2004
31-Dec-03,1.33,1.3348,1.3365,1.3261,-0.37%,12/31/2003
30-Dec-03,1.335,1.3441,1.3458,1.334,-0.77%,12/30/2003
29-Dec-03,1.3453,1.349,1.3501,1.3428,-0.33%,12/29/2003
26-Dec-03,1.3498,1.3479,1.3498,1.3437,0.21%,12/26/2003
25-Dec-03,1.347,1.3481,1.3493,1.3461,-0.08%,12/25/2003
24-Dec-03,1.3481,1.3574,1.3579,1.3443,-0.72%,12/24/2003
23-Dec-03,1.3579,1.3617,1.3635,1.3569,-0.43%,12/23/2003
22-Dec-03,1.3638,1.3552,1.3651,1.355,0.58%,12/22/2003
19-Dec-03,1.356,1.3493,1.3594,1.3473,0.56%,12/19/2003
18-Dec-03,1.3485,1.3526,1.3611,1.3455,-0.33%,12/18/2003
17-Dec-03,1.3529,1.3448,1.3583,1.3435,0.52%,12/17/2003
16-Dec-03,1.3459,1.3444,1.3469,1.341,0.04%,12/16/2003
15-Dec-03,1.3453,1.3559,1.3571,1.3417,-0.16%,12/15/2003
12-Dec-03,1.3474,1.3517,1.3541,1.3435,-0.36%,12/12/2003
11-Dec-03,1.3523,1.3504,1.3636,1.3504,-0.10%,12/11/2003
10-Dec-03,1.3537,1.3479,1.3572,1.3477,0.37%,12/10/2003
9-Dec-03,1.3487,1.3497,1.3567,1.3454,-0.16%,12/9/2003
8-Dec-03,1.3509,1.3569,1.3597,1.3481,-0.47%,12/8/2003
5-Dec-03,1.3573,1.3591,1.3632,1.3567,-0.15%,12/5/2003
4-Dec-03,1.3594,1.3557,1.3668,1.3539,0.11%,12/4/2003
3-Dec-03,1.3579,1.3667,1.3703,1.3569,-0.71%,12/3/2003
2-Dec-03,1.3676,1.3731,1.3768,1.3648,-0.51%,12/2/2003
1-Dec-03,1.3746,1.3808,1.3826,1.3719,-0.38%,12/1/2003
28-Nov-03,1.3798,1.3837,1.3905,1.3774,-0.27%,11/28/2003
27-Nov-03,1.3836,1.3814,1.3863,1.3805,0.10%,11/27/2003
26-Nov-03,1.3822,1.3895,1.395,1.3784,-0.65%,11/26/2003
25-Nov-03,1.3913,1.391,1.396,1.3858,-0.10%,11/25/2003
24-Nov-03,1.3927,1.3816,1.3973,1.3801,0.78%,11/24/2003
21-Nov-03,1.3819,1.3864,1.3877,1.3799,-0.15%,11/21/2003
20-Nov-03,1.384,1.3858,1.3875,1.3765,-0.19%,11/20/2003
19-Nov-03,1.3867,1.3799,1.3884,1.3793,0.38%,11/19/2003
18-Nov-03,1.3815,1.4041,1.4109,1.3795,-1.76%,11/18/2003
17-Nov-03,1.4062,1.387,1.4086,1.3858,1.31%,11/17/2003
14-Nov-03,1.388,1.3864,1.3933,1.3841,0.01%,11/14/2003
13-Nov-03,1.3878,1.3959,1.3966,1.3837,-0.54%,11/13/2003
12-Nov-03,1.3954,1.3972,1.4036,1.3899,-0.19%,11/12/2003
11-Nov-03,1.3981,1.3968,1.4024,1.3953,0.01%,11/11/2003
10-Nov-03,1.3979,1.4098,1.4109,1.393,-0.94%,11/10/2003
7-Nov-03,1.4111,1.4146,1.4206,1.4075,-0.31%,11/7/2003
6-Nov-03,1.4155,1.4098,1.4179,1.4031,0.34%,11/6/2003
5-Nov-03,1.4107,1.4223,1.4236,1.4041,-0.85%,11/5/2003
4-Nov-03,1.4228,1.4333,1.4367,1.4205,-0.61%,11/4/2003
3-Nov-03,1.4315,1.4132,1.433,1.4094,1.39%,11/3/2003
31-Oct-03,1.4119,1.4188,1.4234,1.4081,-0.61%,10/31/2003
30-Oct-03,1.4206,1.4211,1.4232,1.4065,-0.04%,10/30/2003
29-Oct-03,1.4212,1.4172,1.4228,1.4132,0.11%,10/29/2003
28-Oct-03,1.4196,1.4192,1.4246,1.415,0.05%,10/28/2003
27-Oct-03,1.4189,1.4292,1.4315,1.4162,-0.80%,10/27/2003
24-Oct-03,1.4303,1.4284,1.4311,1.4227,0.30%,10/24/2003
23-Oct-03,1.426,1.4284,1.4299,1.4243,0.56%,10/23/2003
22-Oct-03,1.4181,1.4286,1.4325,1.4122,-0.77%,10/22/2003
21-Oct-03,1.4291,1.4461,1.4466,1.4269,-1.21%,10/21/2003
20-Oct-03,1.4466,1.4395,1.4503,1.4378,0.12%,10/20/2003
