Date,Price,Open,High,Low,Change %,
12-May-11,0.9382,0.9356,0.9382,0.9353,0.28%,5/12/2011
11-May-11,0.9356,0.9226,0.9356,0.9224,1.41%,5/11/2011
10-May-11,0.9226,0.927,0.9272,0.9226,-0.47%,5/10/2011
9-May-11,0.927,0.9309,0.931,0.927,-0.73%,5/9/2011
6-May-11,0.9338,0.9416,0.9417,0.9338,-0.83%,5/6/2011
5-May-11,0.9416,0.9316,0.9416,0.9314,1.07%,5/5/2011
4-May-11,0.9316,0.9206,0.9316,0.9206,1.19%,5/4/2011
3-May-11,0.9206,0.9145,0.9206,0.9143,0.67%,5/3/2011
2-May-11,0.9145,0.9124,0.9145,0.9122,0.34%,5/2/2011
29-Apr-11,0.9114,0.9148,0.9148,0.9114,-0.37%,4/29/2011
28-Apr-11,0.9148,0.9201,0.9203,0.9148,-0.58%,4/28/2011
27-Apr-11,0.9201,0.9241,0.9243,0.9201,-0.43%,4/27/2011
26-Apr-11,0.9241,0.9332,0.9332,0.9241,-0.98%,4/26/2011
25-Apr-11,0.9332,0.9288,0.9332,0.9282,0.19%,4/25/2011
22-Apr-11,0.9314,0.9305,0.9314,0.9305,0.10%,4/22/2011
21-Apr-11,0.9305,0.9359,0.9359,0.9305,-0.58%,4/21/2011
20-Apr-11,0.9359,0.948,0.9485,0.9359,-1.28%,4/20/2011
19-Apr-11,0.948,0.9531,0.9531,0.948,-0.54%,4/19/2011
18-Apr-11,0.9531,0.9481,0.9531,0.9479,0.69%,4/18/2011
15-Apr-11,0.9466,0.9482,0.9483,0.9466,-0.17%,4/15/2011
14-Apr-11,0.9482,0.9531,0.9534,0.9482,-0.51%,4/14/2011
13-Apr-11,0.9531,0.955,0.955,0.9531,-0.20%,4/13/2011
12-Apr-11,0.955,0.9539,0.955,0.9537,0.12%,4/12/2011
11-Apr-11,0.9539,0.9458,0.9539,0.9458,0.84%,4/11/2011
8-Apr-11,0.946,0.9564,0.9566,0.946,-1.09%,4/8/2011
7-Apr-11,0.9564,0.9581,0.9583,0.9564,-0.18%,4/7/2011
6-Apr-11,0.9581,0.9677,0.9678,0.9581,-0.99%,4/6/2011
5-Apr-11,0.9677,0.966,0.9677,0.966,0.18%,4/5/2011
4-Apr-11,0.966,0.9623,0.966,0.9622,0.31%,4/4/2011
1-Apr-11,0.963,0.9692,0.9692,0.963,-0.64%,4/1/2011
31-Mar-11,0.9692,0.9695,0.9695,0.9692,-0.03%,3/31/2011
30-Mar-11,0.9695,0.9705,0.9706,0.9695,-0.10%,3/30/2011
29-Mar-11,0.9705,0.9772,0.9778,0.9705,-0.69%,3/29/2011
28-Mar-11,0.9772,0.9752,0.9772,0.975,0.31%,3/28/2011
25-Mar-11,0.9742,0.9802,0.9804,0.9742,-0.61%,3/25/2011
24-Mar-11,0.9802,0.9864,0.9872,0.9802,-0.63%,3/24/2011
23-Mar-11,0.9864,0.9913,0.9915,0.9864,-0.49%,3/23/2011
22-Mar-11,0.9913,0.9944,0.9945,0.9913,-0.31%,3/22/2011
21-Mar-11,0.9944,1.0028,1.0043,0.9944,-0.94%,3/21/2011
18-Mar-11,1.0038,1.0168,1.0171,1.0038,-1.28%,3/18/2011
17-Mar-11,1.0168,1.0206,1.0209,1.0168,-0.37%,3/17/2011
16-Mar-11,1.0206,1.0061,1.0206,1.0058,1.44%,3/16/2011
15-Mar-11,1.0061,0.991,1.0061,0.9908,1.52%,3/15/2011
14-Mar-11,0.991,0.99,0.991,0.9898,0.47%,3/14/2011
11-Mar-11,0.9864,0.9984,0.9985,0.9864,-1.20%,3/11/2011
10-Mar-11,0.9984,0.9904,0.9984,0.9903,0.81%,3/10/2011
9-Mar-11,0.9904,0.9908,0.991,0.9904,-0.04%,3/9/2011
8-Mar-11,0.9908,0.9879,0.9908,0.9878,0.29%,3/8/2011
7-Mar-11,0.9879,0.9854,0.9879,0.9852,0.18%,3/7/2011
4-Mar-11,0.9861,0.9873,0.9874,0.9861,-0.12%,3/4/2011
3-Mar-11,0.9873,0.9842,0.9873,0.9842,0.31%,3/3/2011
2-Mar-11,0.9842,0.9868,0.987,0.9842,-0.26%,3/2/2011
1-Mar-11,0.9868,0.9817,0.9868,0.9816,0.52%,3/1/2011
28-Feb-11,0.9817,0.9858,0.9858,0.9817,-0.11%,2/28/2011
25-Feb-11,0.9828,0.9892,0.9895,0.9828,-0.65%,2/25/2011
24-Feb-11,0.9892,0.9974,0.9975,0.9892,-0.82%,2/24/2011
23-Feb-11,0.9974,0.9994,1.0025,0.9974,-0.20%,2/23/2011
22-Feb-11,0.9994,0.9915,0.9994,0.9915,0.80%,2/22/2011
21-Feb-11,0.9915,0.9858,0.9915,0.9858,0.62%,2/21/2011
18-Feb-11,0.9854,0.9881,0.9884,0.9854,-0.27%,2/18/2011
17-Feb-11,0.9881,0.9968,0.9972,0.9881,-0.87%,2/17/2011
16-Feb-11,0.9968,1.003,1.0033,0.9968,-0.62%,2/16/2011
15-Feb-11,1.003,0.998,1.003,0.998,0.50%,2/15/2011
14-Feb-11,0.998,0.9985,0.9986,0.998,0.02%,2/14/2011
11-Feb-11,0.9978,0.9986,0.9987,0.9978,-0.08%,2/11/2011
10-Feb-11,0.9986,0.9893,0.9986,0.9888,0.94%,2/10/2011
9-Feb-11,0.9893,0.9855,0.9893,0.9854,0.39%,2/9/2011
8-Feb-11,0.9855,0.9869,0.987,0.9855,-0.14%,2/8/2011
7-Feb-11,0.9869,0.9875,0.9878,0.9869,0.09%,2/7/2011
4-Feb-11,0.986,0.9855,0.986,0.9853,0.05%,2/4/2011
3-Feb-11,0.9855,0.9886,0.9889,0.9855,-0.31%,2/3/2011
2-Feb-11,0.9886,0.9893,0.9894,0.9886,-0.07%,2/2/2011
1-Feb-11,0.9893,1.0027,1.003,0.9893,-1.34%,2/1/2011
31-Jan-11,1.0027,1.0124,1.0132,1.0027,-0.31%,1/31/2011
28-Jan-11,1.0058,1.0102,1.0103,1.0058,-0.44%,1/28/2011
27-Jan-11,1.0102,1.001,1.0102,1.0006,0.92%,1/27/2011
26-Jan-11,1.001,1.0047,1.005,1.001,-0.37%,1/26/2011
25-Jan-11,1.0047,1.0025,1.0095,1.0023,0.22%,1/25/2011
24-Jan-11,1.0025,1.0107,1.0108,1.0025,-0.77%,1/24/2011
21-Jan-11,1.0103,1.0143,1.0147,1.0103,-0.39%,1/21/2011
20-Jan-11,1.0143,1.0029,1.0143,1.0026,1.14%,1/20/2011
19-Jan-11,1.0029,1.0028,1.0029,1.0025,0.01%,1/19/2011
18-Jan-11,1.0028,1.0073,1.0074,1.0014,-0.45%,1/18/2011
17-Jan-11,1.0073,1.0094,1.0097,1.0057,-0.38%,1/17/2011
14-Jan-11,1.0111,1.0022,1.0113,1.0021,0.89%,1/14/2011
13-Jan-11,1.0022,1.0044,1.0045,1.0022,-0.22%,1/13/2011
12-Jan-11,1.0044,1.018,1.0181,1.0044,-1.34%,1/12/2011
11-Jan-11,1.018,1.0054,1.018,1.0052,1.25%,1/11/2011
10-Jan-11,1.0054,1.005,1.0054,1.0045,0.19%,1/10/2011
7-Jan-11,1.0035,1.0074,1.0078,1.0035,-0.39%,1/7/2011
6-Jan-11,1.0074,1.0003,1.0074,0.9999,0.71%,1/6/2011
5-Jan-11,1.0003,0.9931,1.0003,0.9925,0.73%,1/5/2011
4-Jan-11,0.9931,0.9837,0.9949,0.9834,0.96%,1/4/2011
3-Jan-11,0.9837,0.9791,0.9837,0.9785,0.64%,1/3/2011
31-Dec-10,0.9774,0.9848,0.9849,0.9774,-0.75%,12/31/2010
30-Dec-10,0.9848,0.983,0.9848,0.9828,0.18%,12/30/2010
29-Dec-10,0.983,0.9906,0.9909,0.983,-0.77%,12/29/2010
28-Dec-10,0.9906,0.9942,0.9943,0.9906,-0.36%,12/28/2010
27-Dec-10,0.9942,1.0004,1.0026,0.9942,-0.12%,12/27/2010
24-Dec-10,0.9954,0.9965,0.9967,0.9954,-0.11%,12/24/2010
23-Dec-10,0.9965,1.001,1.0011,0.9965,-0.45%,12/23/2010
22-Dec-10,1.001,1.0033,1.0036,1.001,-0.23%,12/22/2010
21-Dec-10,1.0033,1.0073,1.0075,1.0033,-0.40%,12/21/2010
20-Dec-10,1.0073,1.0128,1.013,1.0073,-0.44%,12/20/2010
17-Dec-10,1.0118,1.0109,1.0118,1.0109,0.09%,12/17/2010
